waveform	[0]
t0	12/31/1903  18:00:00.000000
delta t	1.000000

time	Y[0]
12/31/1903  18:08:34.000000	2.646555E+0
12/31/1903  18:08:35.000000	2.646879E+0
12/31/1903  18:08:36.000000	2.649474E+0
12/31/1903  18:08:37.000000	2.618661E+0
12/31/1903  18:08:38.000000	2.569360E+0
12/31/1903  18:08:39.000000	2.539845E+0
12/31/1903  18:08:40.000000	2.491517E+0
12/31/1903  18:08:41.000000	2.452271E+0
12/31/1903  18:08:42.000000	2.440919E+0
12/31/1903  18:08:43.000000	2.442216E+0
12/31/1903  18:08:44.000000	2.416269E+0
12/31/1903  18:08:45.000000	2.551197E+0
12/31/1903  18:08:46.000000	2.577469E+0
12/31/1903  18:08:47.000000	2.581037E+0
12/31/1903  18:08:48.000000	2.589470E+0
12/31/1903  18:08:49.000000	2.588497E+0
12/31/1903  18:08:50.000000	2.587524E+0
12/31/1903  18:08:51.000000	2.558657E+0
12/31/1903  18:08:52.000000	2.563846E+0
12/31/1903  18:08:53.000000	2.610228E+0
12/31/1903  18:08:54.000000	2.538872E+0
12/31/1903  18:08:55.000000	2.440919E+0
12/31/1903  18:08:56.000000	2.498653E+0
12/31/1903  18:08:57.000000	2.519087E+0
12/31/1903  18:08:58.000000	2.445136E+0
12/31/1903  18:08:59.000000	2.484706E+0
12/31/1903  18:09:00.000000	2.492814E+0
12/31/1903  18:09:01.000000	2.503194E+0
12/31/1903  18:09:02.000000	2.374428E+0
12/31/1903  18:09:03.000000	2.290747E+0
12/31/1903  18:09:04.000000	2.317019E+0
12/31/1903  18:09:05.000000	2.351724E+0
12/31/1903  18:09:06.000000	2.309883E+0
12/31/1903  18:09:07.000000	2.347832E+0
12/31/1903  18:09:08.000000	2.310856E+0
12/31/1903  18:09:09.000000	2.328695E+0
12/31/1903  18:09:10.000000	2.349453E+0
12/31/1903  18:09:11.000000	2.325127E+0
12/31/1903  18:09:12.000000	2.350102E+0
12/31/1903  18:09:13.000000	2.430540E+0
12/31/1903  18:09:14.000000	2.403619E+0
12/31/1903  18:09:15.000000	2.445460E+0
12/31/1903  18:09:16.000000	2.418863E+0
12/31/1903  18:09:17.000000	2.334533E+0
12/31/1903  18:09:18.000000	2.322208E+0
12/31/1903  18:09:19.000000	2.358535E+0
12/31/1903  18:09:20.000000	2.361454E+0
12/31/1903  18:09:21.000000	2.313775E+0
12/31/1903  18:09:22.000000	2.340696E+0
12/31/1903  18:09:23.000000	2.355616E+0
12/31/1903  18:09:24.000000	2.369563E+0
12/31/1903  18:09:25.000000	2.303720E+0
12/31/1903  18:09:26.000000	2.290747E+0
12/31/1903  18:09:27.000000	2.325452E+0
12/31/1903  18:09:28.000000	2.352048E+0
12/31/1903  18:09:29.000000	2.384807E+0
12/31/1903  18:09:30.000000	2.382537E+0
12/31/1903  18:09:31.000000	2.342966E+0
12/31/1903  18:09:32.000000	2.285881E+0
12/31/1903  18:09:33.000000	2.263826E+0
